personid,appyear,gpa,stem,schoolsel,major1,major2,minor,major1group,major2group,minorgroup,undergrad_uni,essay1length,essay2length,essay3length,essayuniquewords,essayssentiment,signupdate,starteddate,appdeadline,submitteddate,attendedevent,completedadm
34894,2015-16,3.94,0,unknown,education (elementary),none,other,education,none,other,other,83,69,146,173,0.255348334,11,11,March,11,0,0
34895,2015-16,2.78,0,least_selective,marketing,none,none,business,none,none,other,298,298,299,381,0.453321177,11,11,March,0,0,1
34896,2015-16,3.44,0,more_selective,other,none,criminal justice,other,none,social sciences,other,143,198,238,288,-0.227124367,11,11,March,8,0,0
34897,2015-16,2.65,0,unknown,other,none,criminal justice,other,none,social sciences,other,15,54,56,87,0.733509427,11,11,March,11,0,1
34898,2015-16,3.46,0,selective,psychology,other,none,social sciences,other,none,other,299,201,300,320,-0.271493592,11,11,March,2,0,1
34899,2015-16,2.53,0,selective,other,none,communications,other,none,business,other,169,44,71,138,0.343698621,11,11,March,1,0,1
34900,2015-16,2.51,0,more_selective,english literature,communications,history,humanities,business,humanities,other,112,89,189,178,-0.049382446,11,11,March,0,0,0
34904,2015-16,3.93,0,most_selective,psychology,none,other,social sciences,none,other,other,157,196,148,235,0.398719357,11,11,March,0,0,0
34906,2015-16,3.12,0,more_selective,other,none,none,other,none,none,other,204,180,197,293,0.276697588,11,11,March,-1,0,1
34907,2015-16,3.07,0,most_selective,other,none,none,other,none,none,other,282,237,228,359,-0.323987634,11,11,March,-1,0,1
34909,2015-16,3.07,0,unknown,political science,none,none,social sciences,none,none,other,223,216,293,302,0.255363937,11,11,March,11,0,1
34910,2015-16,2.77,0,more_selective,english,other,other,humanities,other,other,other,152,126,148,237,-0.039348591,11,11,March,9,0,1
34912,2015-16,2.7,0,selective,anthropology,sociology,none,social sciences,social sciences,none,other,89,66,117,173,0.232891342,11,11,March,11,0,1
34914,2015-16,3.44,0,more_selective,other,none,none,other,none,none,other,297,222,243,328,0.164431986,11,11,March,2,0,1
34916,2015-16,3.03,0,selective,business,other,none,business,other,none,other,289,295,292,424,0.121433256,11,11,March,8,0,1
34917,2015-16,3.33,0,unknown,psychology,none,none,social sciences,none,none,other,267,254,279,330,0.601370927,11,11,March,-1,0,1
34920,2015-16,3.77,0,unknown,other,none,art,other,none,humanities,other,204,262,288,410,0.678167747,1,1,March,0,1,0
34922,2015-16,2.5,0,selective,philosophy,none,none,humanities,none,none,other,214,256,163,280,0.084418418,11,11,March,-1,0,1
34923,2015-16,3.19,0,selective,psychology,none,business,social sciences,none,business,other,286,278,246,322,0.206645486,4,4,March,0,1,1
34924,2015-16,3.1,0,more_selective,psychology,none,none,social sciences,none,none,school 221,170,120,272,281,-0.186541139,0,0,March,-1,0,0
34927,2015-16,3.81,1,less_selective,biology,psychology,chemistry,stem,social sciences,stem,other,162,284,259,278,0.270993134,11,11,March,0,0,1
34928,2015-16,3.49,0,more_selective,political science,other,other,social sciences,other,other,other,275,284,291,395,0.003677196,11,11,March,0,0,1
34929,2015-16,3.7,0,unknown,other,none,none,other,none,none,other,109,47,59,133,0.045443244,11,11,March,3,0,0
34930,2015-16,3.4,0,more_selective,communications,none,none,business,none,none,other,258,219,90,267,0.093985257,11,11,March,10,0,0
34932,2015-16,3.59,0,unknown,education (elementary),none,none,education,none,none,other,139,219,229,269,0.334543335,11,11,March,5,0,0
34933,2015-16,3.16,0,less_selective,business,none,marketing,business,none,business,other,28,47,298,200,-0.186862528,11,11,March,3,0,1
34935,2015-16,2.81,1,selective,other,none,none,other,none,none,other,81,38,108,137,0.574576695,11,11,March,11,0,1
34937,2015-16,3.39,0,more_selective,sociology,none,none,social sciences,none,none,other,270,277,285,355,-0.386414089,11,11,March,0,0,1
34938,2015-16,3.36,0,unknown,other,none,none,other,none,none,other,183,290,277,409,0.114455023,11,11,March,0,0,1
34939,2015-16,3.14,0,more_selective,psychology,none,other,social sciences,none,other,other,95,94,84,156,0.066134985,11,11,March,10,0,1
34940,2015-16,3.24,0,selective,history,none,none,humanities,none,none,other,296,270,202,384,-0.149720375,11,11,March,4,0,1
34941,2015-16,3,0,less_selective,communications,none,none,business,none,none,other,54,46,55,100,-0.258784198,11,11,March,11,0,1
34942,2015-16,3.56,0,selective,international studies/relations,none,none,social sciences,none,none,other,116,102,146,220,-0.505037476,11,11,March,10,0,0
34943,2015-16,3.5,0,least_selective,education early childhood,other,education (general),education,other,education,school 526,52,24,42,83,1.248075696,11,11,March,10,0,1
34944,2015-16,2.78,0,less_selective,anthropology,other,none,social sciences,other,none,other,56,138,228,195,-0.178087906,11,11,March,0,0,1
34945,2015-16,3.04,1,more_selective,other,none,other,other,none,other,other,42,40,158,123,-0.200595963,11,11,March,11,0,1
34946,2015-16,2.9,0,less_selective,english,none,journalism,humanities,none,business,other,195,231,184,272,0.663496063,11,11,March,11,0,1
34947,2015-16,3.53,1,selective,mathematics,none,none,stem,none,none,other,269,259,263,340,0.559438267,6,6,March,-1,1,1
34948,2015-16,3.96,0,unknown,psychology,criminal justice,none,social sciences,social sciences,none,other,294,294,282,382,0.023651118,11,11,March,0,0,1
34949,2015-16,3.57,1,selective,education (elementary),english,mathematics,education,humanities,stem,other,130,52,117,154,0.473465919,11,11,March,11,0,1
34950,2015-16,3.8,0,less_selective,english,none,spanish,humanities,none,humanities,other,292,85,104,230,0.151465019,11,11,March,11,0,1
34952,2015-16,3.2,1,more_selective,mathematics,none,none,stem,none,none,school 401,216,293,296,386,0.003681569,11,11,March,11,0,0
34954,2015-16,3.02,0,less_selective,psychology,none,sociology,social sciences,none,social sciences,other,270,153,168,267,-0.153788485,11,11,March,10,0,1
34955,2015-16,3.31,0,more_selective,other,none,none,other,none,none,other,223,294,168,305,-0.253441055,11,11,March,10,0,0
34956,2015-16,3.4,0,selective,education (secondary),other,history,education,other,humanities,other,263,290,286,362,-0.014221732,11,11,March,11,0,1
34957,2015-16,3.3,1,more_selective,mathematics,economics,none,stem,social sciences,none,other,170,219,255,314,0.636548902,11,11,March,0,0,1
34958,2015-16,3.7,0,selective,business,other,none,business,other,none,other,283,50,82,205,0.002648379,1,1,March,1,0,1
34959,2015-16,3.44,0,least_selective,psychology,none,other,social sciences,none,other,other us university,24,57,53,92,0.486389985,11,11,March,11,0,1
34960,2015-16,3.48,0,selective,political science,none,none,social sciences,none,none,school 851,212,182,190,269,0.61812632,11,11,March,10,0,1
34961,2015-16,2.89,0,selective,other,none,other,other,none,other,school 720,174,232,220,294,0.270677459,3,3,March,0,0,1
34964,2015-16,2.68,0,selective,other,none,psychology,other,none,social sciences,other,291,226,139,294,0.073372404,11,11,March,0,0,1
34965,2015-16,2.99,0,most_selective,other,none,none,other,none,none,other,292,298,293,443,-0.170508895,11,11,March,0,0,1
34966,2015-16,3.18,0,selective,journalism,none,none,business,none,none,other,77,45,164,157,0.437077454,11,11,March,0,0,1
34968,2015-16,3.57,0,more_selective,education early childhood,none,none,education,none,none,other,200,154,105,222,0.99517428,11,11,March,4,0,1
34969,2015-16,2.64,0,selective,history,none,education (general),humanities,none,education,other,236,216,225,288,-0.206017278,11,11,March,11,0,1
34970,2015-16,3.1,0,selective,sociology,none,criminal justice,social sciences,none,social sciences,other,293,263,290,381,0.155643137,11,11,March,10,0,0
34971,2015-16,3.45,0,more_selective,communications,none,other,business,none,other,other,266,272,208,346,0.287180492,11,11,March,2,0,1
34972,2015-16,2.72,0,more_selective,political science,other,other,social sciences,other,other,other,101,115,162,194,0.280684931,11,11,March,5,0,0
34973,2015-16,3.37,0,unknown,other,none,other,other,none,other,other,215,218,278,256,-0.000636274,9,9,March,1,1,1
34975,2015-16,3.6,0,selective,psychology,none,anthropology,social sciences,none,social sciences,other,295,290,293,378,0.787882544,11,11,March,1,0,1
34976,2015-16,3.01,0,selective,other,none,other,other,none,other,other,286,238,245,325,0.489815708,11,11,March,0,0,1
34977,2015-16,3.78,0,unknown,other,none,other,other,none,other,other,297,292,294,378,-0.142007162,11,11,March,2,1,0
34978,2015-16,4,0,selective,political science,none,psychology,social sciences,none,social sciences,other,283,297,297,369,0.179941957,11,11,March,2,0,0
34979,2015-16,2.83,0,more_selective,psychology,none,none,social sciences,none,none,other,214,238,294,357,0.38997486,11,11,March,0,0,1
34981,2015-16,2.51,0,less_selective,political science,none,none,social sciences,none,none,other,77,62,86,131,-0.197245975,11,11,March,0,0,1
34982,2015-16,3.78,0,more_selective,other,none,none,other,none,none,other,166,143,185,235,0.691676521,11,11,March,3,0,1
34983,2015-16,3.66,0,selective,economics,none,history,social sciences,none,humanities,other,178,166,299,285,-0.163545877,11,11,March,1,1,0
34984,2015-16,2.97,1,more_selective,chemistry,none,other,stem,none,other,other,123,219,280,282,0.151165301,11,11,March,1,0,1
34986,2015-16,3.49,0,more_selective,education (elementary),none,other,education,none,other,other,275,277,286,363,0.422384586,10,10,March,0,0,0
34987,2015-16,3.55,0,selective,sociology,other,none,social sciences,other,none,other,272,196,268,300,0.128208347,11,11,March,8,0,1
34988,2015-16,3.58,0,less_selective,psychology,none,none,social sciences,none,none,other,80,134,292,259,-0.421198022,10,10,March,10,0,1
34989,2015-16,3.4,0,more_selective,other,none,none,other,none,none,other,93,56,61,119,0.293707077,10,10,March,10,1,1
34990,2015-16,3.96,0,selective,political science,none,spanish,social sciences,none,humanities,other,286,288,288,385,0.157999132,10,10,March,3,0,1
34991,2015-16,2.5,0,more_selective,history,anthropology,none,humanities,social sciences,none,other,253,163,168,265,0.441403777,10,10,March,-1,0,1
34992,2015-16,3.2,0,selective,sociology,none,none,social sciences,none,none,other,295,261,283,369,-0.589532473,10,10,March,0,0,1
34993,2015-16,3.2,0,unknown,business,management,none,business,business,none,other,55,56,105,134,0.143765934,9,9,March,-1,0,1
34994,2015-16,3.04,0,less_selective,other,none,none,other,none,none,other,164,262,294,292,-0.275364422,10,10,March,0,0,1
34995,2015-16,2.59,1,selective,chemistry,none,mathematics,stem,none,stem,other,298,293,299,376,0.57944908,10,8,March,0,0,1
34996,2015-16,3.3,0,selective,sociology,none,criminal justice,social sciences,none,social sciences,other,86,33,64,110,-0.237473121,10,10,March,10,0,1
34997,2015-16,3.05,0,more_selective,spanish,none,international studies/relations,humanities,none,social sciences,other,277,290,271,369,0.259289211,10,10,March,0,0,1
34998,2015-16,2.65,0,unknown,international studies/relations,none,none,social sciences,none,none,other,44,79,92,126,0.913906343,10,9,March,9,0,1
34999,2015-16,3,0,more_selective,other,none,none,other,none,none,school 423,285,210,275,302,-0.162113041,9,9,March,1,0,1
35000,2015-16,3.06,1,more_selective,other,english,none,other,humanities,none,other,285,275,294,390,0.111794235,10,10,March,1,0,1
35001,2015-16,3.35,0,unknown,education (general),none,none,education,none,none,other,99,59,58,132,0.080095486,10,7,March,3,0,1
35002,2015-16,3.48,0,more_selective,psychology,none,none,social sciences,none,none,other,285,233,287,311,0.57855091,10,10,March,0,0,1
35004,2015-16,2.99,0,less_selective,other,none,none,other,none,none,other,36,272,172,229,0.399793368,10,10,March,9,0,0
35005,2015-16,3.19,0,selective,other,none,history,other,none,humanities,other,289,286,198,302,-0.017573808,10,7,March,2,0,1
35007,2015-16,3.2,1,more_selective,biology,none,none,stem,none,none,other,13,19,30,53,0.070792316,10,10,March,10,0,1
35008,2015-16,3.19,0,selective,other,none,other,other,none,other,other,26,38,78,94,-0.039414064,10,10,March,8,0,1
35009,2015-16,3.23,0,selective,other,none,sociology,other,none,social sciences,other,284,292,296,389,0.467556802,10,9,March,0,1,1
35011,2015-16,3.65,0,more_selective,other,none,none,other,none,none,other,72,57,80,124,-0.098940189,10,10,March,10,0,1
35012,2015-16,3.75,0,least_selective,sociology,none,none,social sciences,none,none,other,297,249,276,369,-0.287801462,10,7,March,5,1,1
35013,2015-16,3.56,0,selective,english,none,other,humanities,none,other,other,146,295,133,250,0.244816071,10,10,March,1,0,0
35014,2015-16,3.07,0,more_selective,international studies/relations,none,none,social sciences,none,none,other,262,190,220,301,0.185694891,10,10,March,10,0,1
35015,2015-16,3.35,0,unknown,history,none,none,humanities,none,none,other,294,270,299,405,-0.17784571,10,10,March,0,0,1
35016,2015-16,2.75,1,more_selective,other,none,sociology,other,none,social sciences,other,89,113,242,231,-0.398452702,10,10,March,9,0,1
35017,2015-16,3.34,0,unknown,other,none,other,other,none,other,other,171,294,199,263,0.400549617,10,10,March,5,0,1
35018,2015-16,2.77,0,selective,business,none,none,business,none,none,other,106,106,113,176,0.591855813,9,8,March,0,0,1
35019,2015-16,2.71,0,unknown,political science,none,history,social sciences,none,humanities,other,44,49,58,89,-0.132781702,10,10,March,10,0,1
35020,2015-16,3.4,0,more_selective,other,management,none,other,business,none,other,259,195,222,341,0.346275344,10,10,March,0,0,1
35022,2015-16,3.37,0,least_selective,education (secondary),none,none,education,none,none,other,112,139,149,211,0.557098074,10,10,March,3,0,1
35023,2015-16,2.64,0,unknown,other,none,none,other,none,none,other,298,290,257,347,0.065527384,10,10,March,0,0,1
35024,2015-16,3.5,0,least_selective,management,none,none,business,none,none,other,293,164,98,234,-0.246088705,10,10,March,10,0,1
35025,2015-16,3.39,0,unknown,business,none,other,business,none,other,other,244,295,281,310,0.182007798,10,8,March,0,0,1
35026,2015-16,2.73,0,selective,anthropology,other,none,social sciences,other,none,other,209,145,296,299,0.258476204,1,1,March,0,1,1
35027,2015-16,2.5,0,less_selective,psychology,none,none,social sciences,none,none,other,30,53,198,151,-0.168604015,10,10,March,9,0,1
35028,2015-16,3.55,0,more_selective,psychology,none,education (general),social sciences,none,education,other,284,217,219,309,0.002560863,2,2,March,2,0,1
35029,2015-16,3.4,0,more_selective,history,journalism,political science,humanities,business,social sciences,other,19,35,10,41,-0.424506892,10,10,March,10,0,0
35031,2015-16,2.47,0,more_selective,economics,none,none,social sciences,none,none,school 423,213,76,93,195,-0.314781016,1,1,March,0,1,1
35032,2015-16,2.36,0,more_selective,sociology,none,none,social sciences,none,none,school 423,292,251,295,375,0.189112323,9,9,March,0,1,1
35034,2015-16,3.01,0,most_selective,english,none,psychology,humanities,none,social sciences,other,263,276,169,302,0.512388314,10,10,March,4,0,1
35035,2015-16,3.68,0,unknown,psychology,none,none,social sciences,none,none,other,38,28,54,89,-0.017592666,10,10,March,10,0,1
35037,2015-16,3.06,0,most_selective,sociology,none,none,social sciences,none,none,other,242,222,285,353,-0.290398822,10,10,March,1,1,1
35039,2015-16,2.55,0,least_selective,business,none,none,business,none,none,other,297,297,296,358,0.019420158,10,10,March,2,0,1
35040,2015-16,3.73,0,most_selective,psychology,none,none,social sciences,none,none,other,297,292,298,418,0.229774032,10,10,March,8,0,0
35041,2015-16,3.63,0,selective,other,other,other,other,other,other,other,50,36,42,85,-0.389094586,10,10,March,10,0,1
35042,2015-16,3.2,0,less_selective,english,none,none,humanities,none,none,other,298,50,93,200,0.802373061,10,10,March,1,0,0
35043,2015-16,2.66,0,more_selective,other,none,communications,other,none,business,school 423,139,175,132,225,-0.312700424,10,10,March,0,0,1
